drawing_id,drawing_timestamp,user_id,valence,arousal,trial_index,points,participant_created_at,consent_version,gender,age_group,handedness,device_type,withdraw_status,withdraw_reason,withdraw_created_at
22,2025-09-10T12:05:52,Jzxa1phq,-9,-6,9,"[{""x"":231.81818181818184,""y"":433.3096590909091},{""x"":231.81818181818184,""y"":433.3096590909091},{""x"":229.54545454545456,""y"":433.3096590909091},{""x"":225.00000000000003,""y"":433.3096590909091},{""x"":219.31818181818184,""y"":433.3096590909091},{""x"":210.22727272727275,""y"":433.3096590909091},{""x"":197.72727272727275,""y"":433.3096590909091},{""x"":181.81818181818184,""y"":429.90056818181824},{""x"":157.95454545454547,""y"":413.9914772727273},{""x"":125.00000000000001,""y"":370.8096590909091},{""x"":94.31818181818183,""y"":303.76420454545456},{""x"":78.40909090909092,""y"":251.4914772727273},{""x"":72.72727272727273,""y"":206.03693181818184},{""x"":71.5909090909091,""y"":162.85511363636365},{""x"":87.50000000000001,""y"":134.44602272727275},{""x"":114.77272727272728,""y"":110.58238636363637},{""x"":156.81818181818184,""y"":88.99147727272728},{""x"":209.09090909090912,""y"":71.94602272727273},{""x"":254.54545454545456,""y"":66.26420454545455},{""x"":297.72727272727275,""y"":66.26420454545455},{""x"":340.90909090909093,""y"":73.08238636363637},{""x"":372.72727272727275,""y"":90.12784090909092},{""x"":394.31818181818187,""y"":113.99147727272728},{""x"":406.81818181818187,""y"":141.26420454545456},{""x"":410.22727272727275,""y"":170.8096590909091},{""x"":409.0909090909091,""y"":198.08238636363637},{""x"":400.00000000000006,""y"":224.21875000000003},{""x"":381.81818181818187,""y"":249.21875000000003},{""x"":354.54545454545456,""y"":271.94602272727275},{""x"":321.5909090909091,""y"":291.26420454545456},{""x"":284.0909090909091,""y"":306.03693181818187},{""x"":247.72727272727275,""y"":315.12784090909093},{""x"":218.1818181818182,""y"":320.8096590909091},{""x"":194.31818181818184,""y"":321.94602272727275},{""x"":178.40909090909093,""y"":323.0823863636364},{""x"":169.31818181818184,""y"":324.21875000000006},{""x"":162.50000000000003,""y"":324.21875000000006},{""x"":159.0909090909091,""y"":324.21875000000006},{""x"":157.95454545454547,""y"":324.21875000000006},{""x"":157.95454545454547,""y"":324.21875000000006},{""x"":156.81818181818184,""y"":324.21875000000006},{""x"":156.81818181818184,""y"":326.4914772727273},{""x"":156.81818181818184,""y"":331.03693181818187},{""x"":154.54545454545456,""y"":338.9914772727273},{""x"":150,""y"":346.94602272727275},{""x"":144.31818181818184,""y"":356.03693181818187},{""x"":137.5,""y"":363.9914772727273},{""x"":129.54545454545456,""y"":369.6732954545455},{""x"":121.59090909090911,""y"":374.21875000000006},{""x"":112.50000000000001,""y"":376.4914772727273},{""x"":104.54545454545456,""y"":376.4914772727273},{""x"":97.72727272727273,""y"":377.62784090909093},{""x"":93.18181818181819,""y"":377.62784090909093},{""x"":88.63636363636364,""y"":377.62784090909093},{""x"":87.50000000000001,""y"":376.4914772727273},{""x"":86.36363636363637,""y"":376.4914772727273},{""x"":86.36363636363637,""y"":375.3551136363637},{""x"":89.77272727272728,""y"":374.21875000000006},{""x"":96.5909090909091,""y"":373.0823863636364},{""x"":105.68181818181819,""y"":371.94602272727275},{""x"":118.18181818181819,""y"":368.53693181818187},{""x"":132.95454545454547,""y"":362.8551136363637},{""x"":148.86363636363637,""y"":357.1732954545455},{""x"":164.77272727272728,""y"":350.3551136363637},{""x"":179.54545454545456,""y"":348.0823863636364},{""x"":194.31818181818184,""y"":346.94602272727275},{""x"":207.95454545454547,""y"":351.4914772727273},{""x"":218.1818181818182,""y"":359.44602272727275},{""x"":226.13636363636365,""y"":368.53693181818187},{""x"":229.54545454545456,""y"":376.4914772727273},{""x"":231.81818181818184,""y"":384.44602272727275},{""x"":230.68181818181822,""y"":390.12784090909093},{""x"":226.13636363636365,""y"":394.6732954545455},{""x"":217.04545454545456,""y"":395.8096590909091},{""x"":206.81818181818184,""y"":395.8096590909091},{""x"":196.59090909090912,""y"":391.26420454545456},{""x"":189.77272727272728,""y"":379.90056818181824},{""x"":186.36363636363637,""y"":362.8551136363637},{""x"":190.90909090909093,""y"":342.4005681818182},{""x"":205.6818181818182,""y"":323.0823863636364},{""x"":229.54545454545456,""y"":304.9005681818182},{""x"":259.0909090909091,""y"":292.4005681818182},{""x"":286.3636363636364,""y"":287.8551136363637},{""x"":307.9545454545455,""y"":288.9914772727273},{""x"":325.00000000000006,""y"":293.53693181818187},{""x"":334.0909090909091,""y"":301.4914772727273},{""x"":337.50000000000006,""y"":310.5823863636364},{""x"":334.0909090909091,""y"":319.6732954545455},{""x"":322.72727272727275,""y"":328.76420454545456},{""x"":306.81818181818187,""y"":334.44602272727275},{""x"":289.7727272727273,""y"":336.71875000000006},{""x"":277.2727272727273,""y"":336.71875000000006},{""x"":269.31818181818187,""y"":331.03693181818187},{""x"":264.7727272727273,""y"":318.53693181818187},{""x"":269.31818181818187,""y"":298.0823863636364},{""x"":282.9545454545455,""y"":269.6732954545455},{""x"":297.72727272727275,""y"":234.44602272727275},{""x"":312.5,""y"":188.99147727272728},{""x"":321.5909090909091,""y"":143.53693181818184},{""x"":322.72727272727275,""y"":106.03693181818183},{""x"":322.72727272727275,""y"":75.35511363636364},{""x"":317.04545454545456,""y"":53.76420454545455},{""x"":305.6818181818182,""y"":38.99147727272727},{""x"":289.7727272727273,""y"":32.17329545454546},{""x"":268.1818181818182,""y"":36.71875},{""x"":242.04545454545456,""y"":53.76420454545455},{""x"":213.63636363636365,""y"":78.76420454545455},{""x"":187.50000000000003,""y"":106.03693181818183},{""x"":169.31818181818184,""y"":128.76420454545456},{""x"":159.0909090909091,""y"":145.8096590909091},{""x"":152.27272727272728,""y"":162.85511363636365},{""x"":150,""y"":175.35511363636365},{""x"":151.13636363636365,""y"":186.71875000000003},{""x"":159.0909090909091,""y"":194.67329545454547},{""x"":184.0909090909091,""y"":202.62784090909093},{""x"":223.86363636363637,""y"":207.17329545454547},{""x"":267.04545454545456,""y"":209.44602272727275},{""x"":311.3636363636364,""y"":211.71875000000003},{""x"":348.8636363636364,""y"":213.99147727272728},{""x"":373.8636363636364,""y"":216.26420454545456},{""x"":393.18181818181824,""y"":221.94602272727275},{""x"":402.2727272727273,""y"":228.76420454545456},{""x"":404.54545454545456,""y"":241.26420454545456},{""x"":396.5909090909091,""y"":266.26420454545456},{""x"":370.4545454545455,""y"":300.3551136363637},{""x"":329.54545454545456,""y"":338.9914772727273},{""x"":277.2727272727273,""y"":375.3551136363637},{""x"":221.59090909090912,""y"":404.90056818181824},{""x"":172.72727272727275,""y"":419.6732954545455},{""x"":129.54545454545456,""y"":421.94602272727275},{""x"":93.18181818181819,""y"":410.5823863636364},{""x"":67.04545454545455,""y"":385.5823863636364},{""x"":54.54545454545455,""y"":350.3551136363637},{""x"":51.13636363636364,""y"":310.5823863636364},{""x"":55.68181818181819,""y"":279.9005681818182},{""x"":63.63636363636364,""y"":261.71875},{""x"":70.45454545454547,""y"":250.35511363636365},{""x"":77.27272727272728,""y"":244.67329545454547},{""x"":79.54545454545455,""y"":244.67329545454547},{""x"":77.27272727272728,""y"":252.62784090909093},{""x"":69.31818181818183,""y"":268.53693181818187},{""x"":55.68181818181819,""y"":283.3096590909091},{""x"":40.909090909090914,""y"":293.53693181818187},{""x"":26.13636363636364,""y"":300.3551136363637},{""x"":14.772727272727273,""y"":301.4914772727273},{""x"":5.6818181818181825,""y"":293.53693181818187},{""x"":0,""y"":268.53693181818187}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
23,2025-09-10T12:05:54,Jzxa1phq,8,2,10,"[{""x"":242.04545454545456,""y"":388.9914772727273},{""x"":242.04545454545456,""y"":388.9914772727273},{""x"":239.77272727272728,""y"":388.9914772727273},{""x"":230.68181818181822,""y"":388.9914772727273},{""x"":212.50000000000003,""y"":388.9914772727273},{""x"":180.6818181818182,""y"":387.8551136363637},{""x"":142.04545454545456,""y"":376.4914772727273},{""x"":102.27272727272728,""y"":345.8096590909091},{""x"":70.45454545454547,""y"":294.6732954545455},{""x"":55.68181818181819,""y"":246.94602272727275},{""x"":53.409090909090914,""y"":207.17329545454547},{""x"":61.36363636363637,""y"":165.12784090909093},{""x"":85.22727272727273,""y"":133.3096590909091},{""x"":119.31818181818183,""y"":115.12784090909092},{""x"":167.04545454545456,""y"":102.62784090909092},{""x"":219.31818181818184,""y"":99.21875000000001},{""x"":260.22727272727275,""y"":107.17329545454547},{""x"":290.90909090909093,""y"":126.49147727272728},{""x"":314.7727272727273,""y"":150.35511363636365},{""x"":329.54545454545456,""y"":179.9005681818182},{""x"":335.22727272727275,""y"":219.67329545454547},{""x"":331.81818181818187,""y"":270.8096590909091},{""x"":319.31818181818187,""y"":316.26420454545456},{""x"":297.72727272727275,""y"":350.3551136363637},{""x"":269.31818181818187,""y"":381.03693181818187},{""x"":242.04545454545456,""y"":400.3551136363637},{""x"":218.1818181818182,""y"":409.44602272727275},{""x"":198.86363636363637,""y"":411.71875000000006},{""x"":179.54545454545456,""y"":406.03693181818187},{""x"":165.90909090909093,""y"":391.26420454545456},{""x"":159.0909090909091,""y"":366.26420454545456},{""x"":156.81818181818184,""y"":333.3096590909091},{""x"":160.22727272727275,""y"":301.4914772727273},{""x"":172.72727272727275,""y"":277.62784090909093},{""x"":190.90909090909093,""y"":260.5823863636364},{""x"":213.63636363636365,""y"":251.4914772727273},{""x"":236.36363636363637,""y"":249.21875000000003},{""x"":255.68181818181822,""y"":253.76420454545456},{""x"":271.5909090909091,""y"":267.4005681818182},{""x"":280.6818181818182,""y"":283.3096590909091},{""x"":284.0909090909091,""y"":303.76420454545456},{""x"":284.0909090909091,""y"":324.21875000000006},{""x"":278.40909090909093,""y"":338.9914772727273},{""x"":264.7727272727273,""y"":349.21875000000006},{""x"":248.86363636363637,""y"":354.9005681818182},{""x"":234.09090909090912,""y"":354.9005681818182},{""x"":221.59090909090912,""y"":352.62784090909093},{""x"":213.63636363636365,""y"":345.8096590909091},{""x"":209.09090909090912,""y"":336.71875000000006},{""x"":209.09090909090912,""y"":325.3551136363637},{""x"":213.63636363636365,""y"":312.8551136363637},{""x"":225.00000000000003,""y"":301.4914772727273},{""x"":236.36363636363637,""y"":292.4005681818182},{""x"":245.45454545454547,""y"":288.9914772727273},{""x"":253.40909090909093,""y"":286.71875},{""x"":257.9545454545455,""y"":286.71875},{""x"":261.3636363636364,""y"":286.71875},{""x"":262.5,""y"":290.12784090909093},{""x"":262.5,""y"":293.53693181818187}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
24,2025-09-10T12:30:53,Jzxa1phq,5,1,1,"[{""x"":293.1818181818182,""y"":382.7414772727273},{""x"":292.04545454545456,""y"":382.7414772727273},{""x"":278.40909090909093,""y"":382.7414772727273},{""x"":257.9545454545455,""y"":382.7414772727273},{""x"":227.27272727272728,""y"":381.6051136363637},{""x"":192.04545454545456,""y"":373.6505681818182},{""x"":157.95454545454547,""y"":353.19602272727275},{""x"":130.6818181818182,""y"":319.1051136363637},{""x"":113.63636363636364,""y"":271.37784090909093},{""x"":109.0909090909091,""y"":225.92329545454547},{""x"":112.50000000000001,""y"":188.42329545454547},{""x"":128.4090909090909,""y"":154.33238636363637},{""x"":152.27272727272728,""y"":131.60511363636365},{""x"":181.81818181818184,""y"":122.51420454545456},{""x"":223.86363636363637,""y"":119.10511363636364},{""x"":265.90909090909093,""y"":128.19602272727275},{""x"":295.4545454545455,""y"":149.78693181818184},{""x"":318.1818181818182,""y"":180.46875000000003},{""x"":329.54545454545456,""y"":212.28693181818184},{""x"":330.6818181818182,""y"":245.24147727272728},{""x"":320.4545454545455,""y"":281.6051136363637},{""x"":298.8636363636364,""y"":319.1051136363637},{""x"":273.8636363636364,""y"":349.78693181818187},{""x"":250.00000000000003,""y"":373.6505681818182},{""x"":230.68181818181822,""y"":387.28693181818187},{""x"":215.90909090909093,""y"":396.37784090909093},{""x"":203.40909090909093,""y"":400.9232954545455},{""x"":196.59090909090912,""y"":402.0596590909091}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
25,2025-09-10T12:30:54,Jzxa1phq,-9,7,2,"[{""x"":309.0909090909091,""y"":413.4232954545455},{""x"":309.0909090909091,""y"":413.4232954545455},{""x"":303.40909090909093,""y"":413.4232954545455},{""x"":285.22727272727275,""y"":413.4232954545455},{""x"":254.54545454545456,""y"":413.4232954545455},{""x"":213.63636363636365,""y"":410.01420454545456},{""x"":164.77272727272728,""y"":397.51420454545456},{""x"":119.31818181818183,""y"":373.6505681818182},{""x"":92.04545454545455,""y"":345.2414772727273},{""x"":80.68181818181819,""y"":315.69602272727275},{""x"":79.54545454545455,""y"":283.87784090909093},{""x"":95.45454545454547,""y"":253.19602272727275},{""x"":132.95454545454547,""y"":225.92329545454547},{""x"":186.36363636363637,""y"":204.33238636363637},{""x"":246.59090909090912,""y"":194.10511363636365},{""x"":293.1818181818182,""y"":196.37784090909093},{""x"":326.1363636363637,""y"":212.28693181818184},{""x"":350.00000000000006,""y"":241.83238636363637},{""x"":361.3636363636364,""y"":278.19602272727275},{""x"":362.50000000000006,""y"":324.78693181818187},{""x"":351.1363636363637,""y"":367.96875000000006},{""x"":329.54545454545456,""y"":402.0596590909091},{""x"":301.1363636363637,""y"":431.6051136363637},{""x"":271.5909090909091,""y"":450.9232954545455},{""x"":244.31818181818184,""y"":461.15056818181824},{""x"":221.59090909090912,""y"":464.5596590909091},{""x"":203.40909090909093,""y"":464.5596590909091}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
26,2025-09-10T12:30:56,Jzxa1phq,6,-5,3,"[{""x"":288.6363636363637,""y"":457.7414772727273},{""x"":287.5,""y"":457.7414772727273},{""x"":286.3636363636364,""y"":457.7414772727273},{""x"":281.81818181818187,""y"":457.7414772727273},{""x"":271.5909090909091,""y"":457.7414772727273},{""x"":252.2727272727273,""y"":456.6051136363637},{""x"":223.86363636363637,""y"":452.0596590909091},{""x"":189.77272727272728,""y"":435.01420454545456},{""x"":157.95454545454547,""y"":406.6051136363637},{""x"":136.36363636363637,""y"":365.69602272727275},{""x"":128.4090909090909,""y"":323.6505681818182},{""x"":134.0909090909091,""y"":277.0596590909091},{""x"":168.1818181818182,""y"":221.37784090909093},{""x"":225.00000000000003,""y"":179.33238636363637},{""x"":289.7727272727273,""y"":153.19602272727275},{""x"":361.3636363636364,""y"":141.83238636363637},{""x"":414.7727272727273,""y"":152.0596590909091},{""x"":448.86363636363643,""y"":180.46875000000003},{""x"":469.31818181818187,""y"":225.92329545454547},{""x"":476.1363636363637,""y"":280.46875},{""x"":461.36363636363643,""y"":337.28693181818187},{""x"":428.40909090909093,""y"":392.96875000000006},{""x"":389.7727272727273,""y"":437.28693181818187},{""x"":350.00000000000006,""y"":469.1051136363637},{""x"":307.9545454545455,""y"":491.83238636363643}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
27,2025-09-10T12:30:57,Jzxa1phq,-10,-10,4,"[{""x"":275,""y"":392.96875000000006},{""x"":273.8636363636364,""y"":392.96875000000006},{""x"":271.5909090909091,""y"":392.96875000000006},{""x"":263.6363636363637,""y"":392.96875000000006},{""x"":238.63636363636365,""y"":392.96875000000006},{""x"":202.27272727272728,""y"":390.69602272727275},{""x"":170.45454545454547,""y"":380.46875000000006},{""x"":143.1818181818182,""y"":364.5596590909091},{""x"":122.72727272727273,""y"":342.96875000000006},{""x"":114.77272727272728,""y"":319.1051136363637},{""x"":113.63636363636364,""y"":288.4232954545455},{""x"":127.27272727272728,""y"":253.19602272727275},{""x"":162.50000000000003,""y"":219.10511363636365},{""x"":213.63636363636365,""y"":189.55965909090912},{""x"":260.22727272727275,""y"":173.6505681818182},{""x"":297.72727272727275,""y"":171.37784090909093},{""x"":328.40909090909093,""y"":179.33238636363637},{""x"":347.72727272727275,""y"":207.74147727272728},{""x"":354.54545454545456,""y"":249.78693181818184},{""x"":346.5909090909091,""y"":297.51420454545456},{""x"":323.8636363636364,""y"":347.51420454545456},{""x"":287.5,""y"":391.8323863636364},{""x"":250.00000000000003,""y"":420.2414772727273},{""x"":217.04545454545456,""y"":435.01420454545456},{""x"":188.63636363636365,""y"":444.1051136363637},{""x"":171.5909090909091,""y"":446.37784090909093},{""x"":162.50000000000003,""y"":446.37784090909093},{""x"":159.0909090909091,""y"":446.37784090909093}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
28,2025-09-10T12:30:59,Jzxa1phq,9,-2,5,"[{""x"":301.1363636363637,""y"":364.5596590909091},{""x"":301.1363636363637,""y"":364.5596590909091},{""x"":293.1818181818182,""y"":364.5596590909091},{""x"":270.4545454545455,""y"":364.5596590909091},{""x"":232.95454545454547,""y"":364.5596590909091},{""x"":181.81818181818184,""y"":363.4232954545455},{""x"":134.0909090909091,""y"":357.7414772727273},{""x"":100.00000000000001,""y"":344.1051136363637},{""x"":77.27272727272728,""y"":323.6505681818182},{""x"":68.18181818181819,""y"":292.96875},{""x"":75,""y"":257.7414772727273},{""x"":103.40909090909092,""y"":217.96875000000003},{""x"":150,""y"":178.19602272727275},{""x"":193.1818181818182,""y"":153.19602272727275},{""x"":229.54545454545456,""y"":144.10511363636365},{""x"":260.22727272727275,""y"":148.6505681818182},{""x"":281.81818181818187,""y"":166.83238636363637},{""x"":296.5909090909091,""y"":203.19602272727275},{""x"":304.54545454545456,""y"":253.19602272727275},{""x"":301.1363636363637,""y"":300.9232954545455},{""x"":285.22727272727275,""y"":345.2414772727273},{""x"":259.0909090909091,""y"":387.28693181818187},{""x"":226.13636363636365,""y"":415.69602272727275},{""x"":188.63636363636365,""y"":430.46875000000006},{""x"":153.40909090909093,""y"":433.87784090909093},{""x"":130.6818181818182,""y"":430.46875000000006},{""x"":119.31818181818183,""y"":423.65056818181824}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
29,2025-09-10T12:31:01,Jzxa1phq,-1,10,6,"[{""x"":277.2727272727273,""y"":344.1051136363637},{""x"":277.2727272727273,""y"":344.1051136363637},{""x"":277.2727272727273,""y"":344.1051136363637},{""x"":273.8636363636364,""y"":344.1051136363637},{""x"":263.6363636363637,""y"":344.1051136363637},{""x"":237.50000000000003,""y"":344.1051136363637},{""x"":203.40909090909093,""y"":344.1051136363637},{""x"":175.00000000000003,""y"":339.5596590909091},{""x"":148.86363636363637,""y"":328.19602272727275},{""x"":129.54545454545456,""y"":312.28693181818187},{""x"":122.72727272727273,""y"":289.5596590909091},{""x"":126.13636363636365,""y"":258.87784090909093},{""x"":151.13636363636365,""y"":220.24147727272728},{""x"":198.86363636363637,""y"":174.78693181818184},{""x"":248.86363636363637,""y"":140.69602272727275},{""x"":295.4545454545455,""y"":121.37784090909092},{""x"":339.7727272727273,""y"":113.42329545454547},{""x"":377.2727272727273,""y"":123.65056818181819},{""x"":404.54545454545456,""y"":154.33238636363637},{""x"":415.90909090909093,""y"":200.92329545454547},{""x"":417.04545454545456,""y"":254.33238636363637},{""x"":403.40909090909093,""y"":306.6051136363637},{""x"":375.00000000000006,""y"":353.19602272727275},{""x"":336.3636363636364,""y"":388.4232954545455},{""x"":295.4545454545455,""y"":408.87784090909093},{""x"":256.8181818181818,""y"":416.8323863636364},{""x"":227.27272727272728,""y"":419.1051136363637},{""x"":211.36363636363637,""y"":416.8323863636364},{""x"":202.27272727272728,""y"":410.01420454545456},{""x"":198.86363636363637,""y"":403.19602272727275}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
30,2025-09-10T12:31:03,Jzxa1phq,6,-10,7,"[{""x"":277.2727272727273,""y"":362.28693181818187},{""x"":277.2727272727273,""y"":362.28693181818187},{""x"":276.1363636363637,""y"":363.4232954545455},{""x"":275,""y"":363.4232954545455},{""x"":268.1818181818182,""y"":363.4232954545455},{""x"":253.40909090909093,""y"":363.4232954545455},{""x"":223.86363636363637,""y"":363.4232954545455},{""x"":187.50000000000003,""y"":362.28693181818187},{""x"":157.95454545454547,""y"":356.6051136363637},{""x"":135.22727272727275,""y"":340.69602272727275},{""x"":118.18181818181819,""y"":317.96875},{""x"":110.22727272727273,""y"":291.8323863636364},{""x"":111.36363636363637,""y"":258.87784090909093},{""x"":126.13636363636365,""y"":222.51420454545456},{""x"":160.22727272727275,""y"":185.01420454545456},{""x"":207.95454545454547,""y"":147.51420454545456},{""x"":252.2727272727273,""y"":122.51420454545456},{""x"":290.90909090909093,""y"":112.28693181818183},{""x"":323.8636363636364,""y"":110.01420454545456},{""x"":348.8636363636364,""y"":123.65056818181819},{""x"":367.04545454545456,""y"":157.74147727272728},{""x"":375.00000000000006,""y"":207.74147727272728},{""x"":373.8636363636364,""y"":260.01420454545456},{""x"":362.50000000000006,""y"":306.6051136363637},{""x"":331.81818181818187,""y"":355.46875000000006},{""x"":294.31818181818187,""y"":390.69602272727275},{""x"":255.68181818181822,""y"":407.7414772727273},{""x"":215.90909090909093,""y"":416.8323863636364},{""x"":184.0909090909091,""y"":419.1051136363637},{""x"":164.77272727272728,""y"":416.8323863636364},{""x"":152.27272727272728,""y"":412.28693181818187},{""x"":147.72727272727275,""y"":405.46875000000006}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
31,2025-09-10T12:31:04,Jzxa1phq,5,3,8,"[{""x"":267.04545454545456,""y"":414.5596590909091},{""x"":267.04545454545456,""y"":415.69602272727275},{""x"":264.7727272727273,""y"":415.69602272727275},{""x"":259.0909090909091,""y"":415.69602272727275},{""x"":246.59090909090912,""y"":415.69602272727275},{""x"":227.27272727272728,""y"":415.69602272727275},{""x"":201.13636363636365,""y"":415.69602272727275},{""x"":173.86363636363637,""y"":407.7414772727273},{""x"":145.45454545454547,""y"":386.15056818181824},{""x"":125.00000000000001,""y"":357.7414772727273},{""x"":119.31818181818183,""y"":325.9232954545455},{""x"":117.04545454545456,""y"":283.87784090909093},{""x"":126.13636363636365,""y"":240.69602272727275},{""x"":151.13636363636365,""y"":202.05965909090912},{""x"":192.04545454545456,""y"":163.42329545454547},{""x"":245.45454545454547,""y"":130.46875},{""x"":293.1818181818182,""y"":113.42329545454547},{""x"":332.9545454545455,""y"":108.87784090909092},{""x"":373.8636363636364,""y"":122.51420454545456},{""x"":402.2727272727273,""y"":158.87784090909093},{""x"":413.6363636363637,""y"":210.01420454545456},{""x"":411.3636363636364,""y"":265.69602272727275},{""x"":395.4545454545455,""y"":312.28693181818187},{""x"":360.22727272727275,""y"":353.19602272727275},{""x"":312.5,""y"":387.28693181818187},{""x"":268.1818181818182,""y"":402.0596590909091},{""x"":229.54545454545456,""y"":407.7414772727273},{""x"":200.00000000000003,""y"":410.01420454545456},{""x"":179.54545454545456,""y"":408.87784090909093},{""x"":170.45454545454547,""y"":403.19602272727275}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
32,2025-09-10T12:31:07,Jzxa1phq,-9,3,9,"[{""x"":279.54545454545456,""y"":414.5596590909091},{""x"":278.40909090909093,""y"":414.5596590909091},{""x"":277.2727272727273,""y"":414.5596590909091},{""x"":267.04545454545456,""y"":414.5596590909091},{""x"":242.04545454545456,""y"":414.5596590909091},{""x"":200.00000000000003,""y"":414.5596590909091},{""x"":155.6818181818182,""y"":411.15056818181824},{""x"":118.18181818181819,""y"":400.9232954545455},{""x"":87.50000000000001,""y"":385.01420454545456},{""x"":71.5909090909091,""y"":365.69602272727275},{""x"":67.04545454545455,""y"":336.1505681818182},{""x"":76.13636363636364,""y"":296.37784090909093},{""x"":98.86363636363637,""y"":260.01420454545456},{""x"":130.6818181818182,""y"":228.19602272727275},{""x"":162.50000000000003,""y"":206.60511363636365},{""x"":187.50000000000003,""y"":196.37784090909093},{""x"":212.50000000000003,""y"":192.96875000000003},{""x"":231.81818181818184,""y"":204.33238636363637},{""x"":245.45454545454547,""y"":237.28693181818184},{""x"":252.2727272727273,""y"":278.19602272727275},{""x"":253.40909090909093,""y"":317.96875},{""x"":247.72727272727275,""y"":356.6051136363637},{""x"":236.36363636363637,""y"":385.01420454545456},{""x"":223.86363636363637,""y"":404.3323863636364},{""x"":209.09090909090912,""y"":416.8323863636364},{""x"":194.31818181818184,""y"":424.78693181818187},{""x"":184.0909090909091,""y"":427.0596590909091}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
33,2025-09-10T12:31:09,Jzxa1phq,10,9,10,"[{""x"":229.54545454545456,""y"":400.3551136363637},{""x"":228.40909090909093,""y"":400.3551136363637},{""x"":223.86363636363637,""y"":400.3551136363637},{""x"":213.63636363636365,""y"":400.3551136363637},{""x"":194.31818181818184,""y"":399.21875000000006},{""x"":164.77272727272728,""y"":393.53693181818187},{""x"":130.6818181818182,""y"":370.8096590909091},{""x"":103.40909090909092,""y"":338.9914772727273},{""x"":90.90909090909092,""y"":303.76420454545456},{""x"":88.63636363636364,""y"":261.71875},{""x"":106.81818181818183,""y"":220.80965909090912},{""x"":148.86363636363637,""y"":191.26420454545456},{""x"":206.81818181818184,""y"":169.67329545454547},{""x"":265.90909090909093,""y"":161.71875000000003},{""x"":314.7727272727273,""y"":174.21875000000003},{""x"":350.00000000000006,""y"":207.17329545454547},{""x"":368.1818181818182,""y"":248.08238636363637},{""x"":372.72727272727275,""y"":296.94602272727275},{""x"":362.50000000000006,""y"":349.21875000000006},{""x"":334.0909090909091,""y"":390.12784090909093},{""x"":295.4545454545455,""y"":419.6732954545455},{""x"":255.68181818181822,""y"":436.71875000000006},{""x"":215.90909090909093,""y"":442.40056818181824},{""x"":182.95454545454547,""y"":440.12784090909093}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
34,2025-09-10T12:38:22,Jzxa1phq,1,-4,1,"[{""x"":259.0909090909091,""y"":392.40056818181824},{""x"":259.0909090909091,""y"":392.40056818181824},{""x"":257.9545454545455,""y"":392.40056818181824},{""x"":252.2727272727273,""y"":392.40056818181824},{""x"":237.50000000000003,""y"":392.40056818181824},{""x"":210.22727272727275,""y"":388.9914772727273},{""x"":175.00000000000003,""y"":373.0823863636364},{""x"":132.95454545454547,""y"":340.12784090909093},{""x"":102.27272727272728,""y"":301.4914772727273},{""x"":82.95454545454547,""y"":262.8551136363637},{""x"":75,""y"":224.21875000000003},{""x"":78.40909090909092,""y"":187.85511363636365},{""x"":100.00000000000001,""y"":153.76420454545456},{""x"":145.45454545454547,""y"":126.49147727272728},{""x"":203.40909090909093,""y"":109.44602272727273},{""x"":261.3636363636364,""y"":104.90056818181819},{""x"":312.5,""y"":119.67329545454547},{""x"":352.2727272727273,""y"":154.9005681818182},{""x"":379.54545454545456,""y"":203.76420454545456},{""x"":393.18181818181824,""y"":258.3096590909091},{""x"":393.18181818181824,""y"":307.1732954545455},{""x"":380.68181818181824,""y"":348.0823863636364},{""x"":355.6818181818182,""y"":384.44602272727275},{""x"":322.72727272727275,""y"":412.8551136363637},{""x"":284.0909090909091,""y"":431.03693181818187},{""x"":243.18181818181822,""y"":437.8551136363637},{""x"":218.1818181818182,""y"":438.9914772727273}]",2025-09-10T11:38:37,v1.0,female,30s,left,smartphone,pending,"",2025-09-10T12:31:35
